pincode	officename	officeType	Deliverystatus	divisionname	regionname	circlename	Taluk	Districtname	statename
402303	Adavale Budruk B.O	B.O	Delivery	Raigad	Mumbai	Maharashtra	Poladpur	Raigarh(MH)	MAHARASHTRA
402303	Borghar B.O	B.O	Delivery	Raigad	Mumbai	Maharashtra	Poladpur	Raigarh(MH)	MAHARASHTRA
402303	Chambhargani B.O	B.O	Delivery	Raigad	Mumbai	Maharashtra	Poladpur	Raigarh(MH)	MAHARASHTRA
402303	Deopur B.O	B.O	Delivery	Raigad	Mumbai	Maharashtra	Poladpur	Raigarh(MH)	MAHARASHTRA
402303	Devla B.O	B.O	Delivery	Raigad	Mumbai	Maharashtra	Poladpur	Raigarh(MH)	MAHARASHTRA
402303	Dhamandevi B.O	B.O	Delivery	Raigad	Mumbai	Maharashtra	Poladpur	Raigarh(MH)	MAHARASHTRA
402303	Divil B.O	B.O	Delivery	Raigad	Mumbai	Maharashtra	Poladpur	Raigarh(MH)	MAHARASHTRA
402303	Golegani B.O	B.O	Delivery	Raigad	Mumbai	Maharashtra	Poladpur	Raigarh(MH)	MAHARASHTRA
402303	Kapade Budruk B.O	B.O	Delivery	Raigad	Mumbai	Maharashtra	Poladpur	Raigarh(MH)	MAHARASHTRA
402303	Kondhavi B.O	B.O	Delivery	Raigad	Mumbai	Maharashtra	Poladpur	Raigarh(MH)	MAHARASHTRA
402303	Kotwal Budruk B.O	B.O	Delivery	Raigad	Mumbai	Maharashtra	Poladpur	Raigarh(MH)	MAHARASHTRA
402303	Lohare B.O	B.O	Delivery	Raigad	Mumbai	Maharashtra	Poladpur	Raigarh(MH)	MAHARASHTRA
402303	Mahargul B.O	B.O	Delivery	Raigad	Mumbai	Maharashtra	Poladpur	Raigarh(MH)	MAHARASHTRA
402303	Ombali B.O	B.O	Delivery	Raigad	Mumbai	Maharashtra	Poladpur	Raigarh(MH)	MAHARASHTRA
402303	Paithan B.O	B.O	Delivery	Raigad	Mumbai	Maharashtra	Poladpur	Raigarh(MH)	MAHARASHTRA
402303	Palchil B.O	B.O	Delivery	Raigad	Mumbai	Maharashtra	Poladpur	Raigarh(MH)	MAHARASHTRA
402303	Poladpur S.O	S.O	Delivery	Raigad	Mumbai	Maharashtra	Poladpur	Raigarh(MH)	MAHARASHTRA
402303	Sadavali B.O	B.O	Delivery	Raigad	Mumbai	Maharashtra	Poladpur	Raigarh(MH)	MAHARASHTRA
402303	Sakhar B.O	B.O	Delivery	Raigad	Mumbai	Maharashtra	Poladpur	Raigarh(MH)	MAHARASHTRA
402303	Turbhe Khurd B.O	B.O	Delivery	Raigad	Mumbai	Maharashtra	Poladpur	Raigarh(MH)	MAHARASHTRA
402303	Wakan B.O	B.O	Delivery	Raigad	Mumbai	Maharashtra	Poladpur	Raigarh(MH)	MAHARASHTRA
