pincode	officename	officeType	Deliverystatus	divisionname	regionname	circlename	Taluk	Districtname	statename
465661	Chatukheda B.O	B.O	Delivery	Sehore	Indore	Madhya Pradesh	Rajgarh(bia)	Rajgarh	MADHYA PRADESH
465661	Hirankhedi B.O	B.O	Delivery	Sehore	Indore	Madhya Pradesh	Rajgarh(bia)	Rajgarh	MADHYA PRADESH
465661	Jhanjhadpur B.O	B.O	Delivery	Sehore	Indore	Madhya Pradesh	Rajgarh(bia)	Rajgarh	MADHYA PRADESH
465661	Kalipeeth B.O	B.O	Delivery	Sehore	Indore	Madhya Pradesh	Rajgarh(bia)	Rajgarh	MADHYA PRADESH
465661	Karedi B.O	B.O	Delivery	Sehore	Indore	Madhya Pradesh	Rajgarh(bia)	Rajgarh	MADHYA PRADESH
465661	Kila Amargarh B.O	B.O	Delivery	Sehore	Indore	Madhya Pradesh	Rajgarh(bia)	Rajgarh	MADHYA PRADESH
465661	Padlikhati B.O	B.O	Delivery	Sehore	Indore	Madhya Pradesh	Rajgarh(bia)	Rajgarh	MADHYA PRADESH
465661	Piplodi B.O	B.O	Delivery	Sehore	Indore	Madhya Pradesh	Rajgarh(bia)	Rajgarh	MADHYA PRADESH
465661	Rajgarh Bus Stand S.O	S.O	Non-Delivery	Sehore	Indore	Madhya Pradesh	Rajgarh	Rajgarh	MADHYA PRADESH
465661	Rajgarh(Bia) H.O	H.O	Delivery	Sehore	Indore	Madhya Pradesh		Rajgarh	MADHYA PRADESH
465661	Rajgarh(Bia) Town B.O	B.O	Non-Delivery	Sehore	Indore	Madhya Pradesh	Rajgarh	Rajgarh	MADHYA PRADESH
465661	Sawasda B.O	B.O	Delivery	Sehore	Indore	Madhya Pradesh	Rajgarh(bia)	Rajgarh	MADHYA PRADESH
