pincode	officename	officeType	Deliverystatus	divisionname	regionname	circlename	Taluk	Districtname	statename
210120	Arjunah B.O	B.O	Delivery	Banda	Kanpur	Uttar Pradesh	Banda	Banda	UTTAR PRADESH
210120	Ghauraunda B.O	B.O	Delivery	Banda	Kanpur	Uttar Pradesh	Banda	Banda	UTTAR PRADESH
210120	Hastam B.O	B.O	Delivery	Banda	Kanpur	Uttar Pradesh	Banda	Banda	UTTAR PRADESH
210120	Katrawal B.O	B.O	Delivery	Banda	Kanpur	Uttar Pradesh	Banda	Banda	UTTAR PRADESH
210120	Khurand R.S. S.O	S.O	Delivery	Banda	Kanpur	Uttar Pradesh	Banda	Banda	UTTAR PRADESH
210120	Khurhand B.O	B.O	Delivery	Banda	Kanpur	Uttar Pradesh	Banda	Banda	UTTAR PRADESH
210120	Mahua B.O	B.O	Delivery	Banda	Kanpur	Uttar Pradesh	Banda	Banda	UTTAR PRADESH
210120	Makri B.O	B.O	Delivery	Banda	Kanpur	Uttar Pradesh	Banda	Banda	UTTAR PRADESH
210120	Malehra Newada B.O	B.O	Delivery	Banda	Kanpur	Uttar Pradesh	Banda	Banda	UTTAR PRADESH
210120	Nagnedi B.O	B.O	Delivery	Banda	Kanpur	Uttar Pradesh	Banda	Banda	UTTAR PRADESH
210120	Sahewa B.O	B.O	Delivery	Banda	Kanpur	Uttar Pradesh	Banda	Banda	UTTAR PRADESH
210120	Saunta Syondha B.O	B.O	Delivery	Banda	Kanpur	Uttar Pradesh	Banda	Banda	UTTAR PRADESH
