pincode	officename	officeType	Deliverystatus	divisionname	regionname	circlename	Taluk	Districtname	statename
271307	Achalpur Kaithawalia B.O	B.O	Delivery	Gonda	Gorakhpur	Uttar Pradesh	Gonda	Gonda	UTTAR PRADESH
271307	Bhelya Madanpur B.O	B.O	Delivery	Gonda	Gorakhpur	Uttar Pradesh	Utraula	Balrampur	UTTAR PRADESH
271307	Bishunpur Sagar B.O	B.O	Delivery	Gonda	Gorakhpur	Uttar Pradesh	Utraula	Balrampur	UTTAR PRADESH
271307	Deoria Inayat B.O	B.O	Delivery	Gonda	Gorakhpur	Uttar Pradesh	Utraula	Balrampur	UTTAR PRADESH
271307	Golahipur B.O	B.O	Delivery	Gonda	Gorakhpur	Uttar Pradesh	Utraula	Balrampur	UTTAR PRADESH
271307	Intai Abdullah B.O	B.O	Delivery	Gonda	Gorakhpur	Uttar Pradesh	Utraula	Balrampur	UTTAR PRADESH
271307	Kharhawa Deehwa B.O	B.O	Delivery	Gonda	Gorakhpur	Uttar Pradesh	Utraula	Balrampur	UTTAR PRADESH
271307	Lokiya Tahir B.O	B.O	Delivery	Gonda	Gorakhpur	Uttar Pradesh	Utraula	Balrampur	UTTAR PRADESH
271307	Maddo Chaura B.O	B.O	Delivery	Gonda	Gorakhpur	Uttar Pradesh	Utraula	Balrampur	UTTAR PRADESH
271307	Maruia Bujurga B.O	B.O	Delivery	Gonda	Gorakhpur	Uttar Pradesh	Mankapur	Gonda	UTTAR PRADESH
271307	Obarideeh B.O	B.O	Delivery	Gonda	Gorakhpur	Uttar Pradesh	Utraula	Balrampur	UTTAR PRADESH
271307	Ramapur Grant B.O	B.O	Delivery	Gonda	Gorakhpur	Uttar Pradesh	Utraula	Balrampur	UTTAR PRADESH
271307	Sadullanagar S.O	S.O	Delivery	Gonda	Gorakhpur	Uttar Pradesh	Utraula	Balrampur	UTTAR PRADESH
