pincode	officename	officeType	Deliverystatus	divisionname	regionname	circlename	Taluk	Districtname	statename
304025	Bahad B.O	B.O	Delivery	Tonk	Ajmer	Rajasthan	Tonk	Tonk	RAJASTHAN
304025	Bhartala B.O	B.O	Delivery	Tonk	Ajmer	Rajasthan	Tonk	Tonk	RAJASTHAN
304025	Datwas B.O	B.O	Delivery	Tonk	Ajmer	Rajasthan	Tonk	Tonk	RAJASTHAN
304025	Dehlod B.O	B.O	Delivery	Tonk	Ajmer	Rajasthan	Tonk	Tonk	RAJASTHAN
304025	Jamdoli B.O	B.O	Delivery	Tonk	Ajmer	Rajasthan	Tonk	Tonk	RAJASTHAN
304025	Jhilai S.O	S.O	Delivery	Tonk	Ajmer	Rajasthan	Tonk	Tonk	RAJASTHAN
304025	Khareda Bujurg B.O	B.O	Delivery	Tonk	Ajmer	Rajasthan	Tonk	Tonk	RAJASTHAN
304025	Khirgi B.O	B.O	Delivery	Tonk	Ajmer	Rajasthan	Newai	Tonk	RAJASTHAN
304025	Lalwadi B.O	B.O	Delivery	Tonk	Ajmer	Rajasthan	Tonk	Tonk	RAJASTHAN
304025	Mahapura B.O	B.O	Delivery	Tonk	Ajmer	Rajasthan	Tonk	Tonk	RAJASTHAN
304025	Nayagaon B.O	B.O	Delivery	Tonk	Ajmer	Rajasthan	Tonk	Tonk	RAJASTHAN
304025	Nohata B.O	B.O	Delivery	Tonk	Ajmer	Rajasthan	Tonk	Tonk	RAJASTHAN
304025	Sirohi B.O	B.O	Delivery	Tonk	Ajmer	Rajasthan	Tonk	Tonk	RAJASTHAN
304025	Titonli(Badagaon) B.O	B.O	Delivery	Tonk	Ajmer	Rajasthan	Tonk	Tonk	RAJASTHAN
