pincode	officename	officeType	Deliverystatus	divisionname	regionname	circlename	Taluk	Districtname	statename
272125	Bajahara B.O	B.O	Delivery	Basti	Gorakhpur	Uttar Pradesh	Basti	Basti	UTTAR PRADESH
272125	Bhivra B.O	B.O	Delivery	Basti	Gorakhpur	Uttar Pradesh	Basti Sadar	Basti	UTTAR PRADESH
272125	Burhi Belhar B.O	B.O	Delivery	Basti	Gorakhpur	Uttar Pradesh	Basti Sadar	Basti	UTTAR PRADESH
272125	Chhagulia Bagulia B.O	B.O	Delivery	Basti	Gorakhpur	Uttar Pradesh	Basti Sadar	Basti	UTTAR PRADESH
272125	Chhata B.O	B.O	Delivery	Basti	Gorakhpur	Uttar Pradesh	Khalilabad	Sant Kabir Nagar	UTTAR PRADESH
272125	Dudhara S.O	S.O	Delivery	Basti	Gorakhpur	Uttar Pradesh	Basti Sadar	Basti	UTTAR PRADESH
272125	Hatwa B.O	B.O	Delivery	Basti	Gorakhpur	Uttar Pradesh		Sant Kabir Nagar	UTTAR PRADESH
272125	Jeodhara B.O	B.O	Delivery	Basti	Gorakhpur	Uttar Pradesh	Basti Sadar	Basti	UTTAR PRADESH
272125	Joorie B.O	B.O	Delivery	Basti	Gorakhpur	Uttar Pradesh	Basti Sadar	Basti	UTTAR PRADESH
272125	Khatiyawan B.O	B.O	Delivery	Basti	Gorakhpur	Uttar Pradesh	Basti Sadar	Basti	UTTAR PRADESH
272125	Kusuru Khurd B.O	B.O	Delivery	Basti	Gorakhpur	Uttar Pradesh	Basti Sadar	Basti	UTTAR PRADESH
272125	Lauki Lala B.O	B.O	Delivery	Basti	Gorakhpur	Uttar Pradesh	Basti Sadar	Basti	UTTAR PRADESH
272125	Mahani B.O	B.O	Delivery	Basti	Gorakhpur	Uttar Pradesh	Basti Sadar	Basti	UTTAR PRADESH
272125	Melan Khurd B.O	B.O	Delivery	Basti	Gorakhpur	Uttar Pradesh	Basti Sadar	Basti	UTTAR PRADESH
272125	Mudadeehabeg B.O	B.O	Delivery	Basti	Gorakhpur	Uttar Pradesh	Basti Sadar	Basti	UTTAR PRADESH
272125	Pachawa B.O	B.O	Delivery	Basti	Gorakhpur	Uttar Pradesh	Basti Sadar	Basti	UTTAR PRADESH
272125	Pachpokhari B.O	B.O	Delivery	Basti	Gorakhpur	Uttar Pradesh	Khalilabad	Sant Kabir Nagar	UTTAR PRADESH
272125	Pakari Araji B.O	B.O	Delivery	Basti	Gorakhpur	Uttar Pradesh	Basti Sadar	Basti	UTTAR PRADESH
272125	Parsa Jhakaria B.O	B.O	Delivery	Basti	Gorakhpur	Uttar Pradesh	Basti Sadar	Basti	UTTAR PRADESH
272125	Sangath B.O	B.O	Delivery	Basti	Gorakhpur	Uttar Pradesh	Basti Sadar	Basti	UTTAR PRADESH
272125	Sumha B.O	B.O	Delivery	Basti	Gorakhpur	Uttar Pradesh	Basti Sadar	Basti	UTTAR PRADESH
