pincode	officename	officeType	Deliverystatus	divisionname	regionname	circlename	Taluk	Districtname	statename
182148	Bhartund B.O	B.O	Delivery	Udhampur	Srinagar HQ	Jammukashmir	Ramban	Doda	JAMMU & KASHMIR
182148	Chakka B.O	B.O	Delivery	Udhampur	Srinagar HQ	Jammukashmir	Ramban	Doda	JAMMU & KASHMIR
182148	Chanderkot S.O	S.O	Delivery	Udhampur	Srinagar HQ	Jammukashmir	Ramban	Doda	JAMMU & KASHMIR
182148	Halla B.O	B.O	Delivery	Udhampur	Srinagar HQ	Jammukashmir	Ramban	Doda	JAMMU & KASHMIR
182148	Kainthi B.O	B.O	Delivery	Udhampur	Srinagar HQ	Jammukashmir	Ramban	Doda	JAMMU & KASHMIR
182148	Kundi Karol B.O	B.O	Delivery	Udhampur	Srinagar HQ	Jammukashmir	Ramban	Doda	JAMMU & KASHMIR
182148	Neera B.O	B.O	Delivery	Udhampur	Srinagar HQ	Jammukashmir	Ramban	Doda	JAMMU & KASHMIR
182148	Peera B.O	B.O	Delivery	Udhampur	Srinagar HQ	Jammukashmir	Ramban	Doda	JAMMU & KASHMIR
182148	Sawni B.O	B.O	Delivery	Udhampur	Srinagar HQ	Jammukashmir	Ramban	Doda	JAMMU & KASHMIR
182148	Topnel Chuchter B.O	B.O	Delivery	Udhampur	Srinagar HQ	Jammukashmir	Ramban	Doda	JAMMU & KASHMIR
