pincode	officename	officeType	Deliverystatus	divisionname	regionname	circlename	Taluk	Districtname	statename
451449	Baghadi B.O	B.O	Delivery	Khandwa	Indore	Madhya Pradesh	Thikari	Barwani	MADHYA PRADESH
451449	Bakwadi B.O	B.O	Delivery	Khandwa	Indore	Madhya Pradesh	Rajpur	Barwani	MADHYA PRADESH
451449	Balsamund B.O	B.O	Delivery	Khandwa	Indore	Madhya Pradesh	Rajpur	Barwani	MADHYA PRADESH
451449	Baruphatak B.O	B.O	Delivery	Khandwa	Indore	Madhya Pradesh	Rajpur	Barwani	MADHYA PRADESH
451449	Baswi B.O	B.O	Delivery	Khandwa	Indore	Madhya Pradesh	Rajpur	Barwani	MADHYA PRADESH
451449	Bhorwada B.O	B.O	Delivery	Khandwa	Indore	Madhya Pradesh	Rajpur	Barwani	MADHYA PRADESH
451449	Ghusgaon B.O	B.O	Delivery	Khandwa	Indore	Madhya Pradesh	Rajpur	Barwani	MADHYA PRADESH
451449	Indrapur B.O	B.O	Delivery	Khandwa	Indore	Madhya Pradesh	Rajpur	Barwani	MADHYA PRADESH
451449	Julwania S.O	S.O	Delivery	Khandwa	Indore	Madhya Pradesh	Barwani	Barwani	MADHYA PRADESH
451449	Khajuri B.O	B.O	Delivery	Khandwa	Indore	Madhya Pradesh	Thikari	Barwani	MADHYA PRADESH
451449	Nagalwadi B.O	B.O	Delivery	Khandwa	Indore	Madhya Pradesh	Rajpur	Barwani	MADHYA PRADESH
451449	Ojhar B.O	B.O	Delivery	Khandwa	Indore	Madhya Pradesh	Rajpur	Barwani	MADHYA PRADESH
451449	Rangaon Road B.O	B.O	Delivery	Khandwa	Indore	Madhya Pradesh	Rajpur	Barwani	MADHYA PRADESH
451449	Rui B.O	B.O	Delivery	Khandwa	Indore	Madhya Pradesh	Rajpur	Barwani	MADHYA PRADESH
451449	Salikalan B.O	B.O	Delivery	Khandwa	Indore	Madhya Pradesh	Rajpur	Barwani	MADHYA PRADESH
