pincode	officename	officeType	Deliverystatus	divisionname	regionname	circlename	Taluk	Districtname	statename
383001	Agiol B.O	B.O	Delivery	Sabarkantha	Ahmedabad HQ	Gujarat	Himatnagar	Sabarkantha	GUJARAT
383001	Bavsar B.O	B.O	Delivery	Sabarkantha	Ahmedabad HQ	Gujarat	Himatnagar	Sabarkantha	GUJARAT
383001	Berna B.O	B.O	Delivery	Sabarkantha	Ahmedabad HQ	Gujarat	Himatnagar	Sabarkantha	GUJARAT
383001	Chandarni B.O	B.O	Delivery	Sabarkantha	Ahmedabad HQ	Gujarat	Himatnagar	Sabarkantha	GUJARAT
383001	Gadhoda B.O	B.O	Delivery	Sabarkantha	Ahmedabad HQ	Gujarat	Himatnagar	Sabarkantha	GUJARAT
383001	Hadiol B.O	B.O	Delivery	Sabarkantha	Ahmedabad HQ	Gujarat	Himatnagar	Sabarkantha	GUJARAT
383001	Hajipura S.O	S.O	Non-Delivery	Sabarkantha	Ahmedabad HQ	Gujarat	Himatnagar	Sabarkantha	GUJARAT
383001	Hapa B.O	B.O	Delivery	Sabarkantha	Ahmedabad HQ	Gujarat	Himatnagar	Sabarkantha	GUJARAT
383001	Himatnagar H.O	H.O	Delivery	Sabarkantha	Ahmedabad HQ	Gujarat	Himatnagar	Sabarkantha	GUJARAT
383001	Himatnagar Station Road S.O	S.O	Non-Delivery	Sabarkantha	Ahmedabad HQ	Gujarat	Himatnagar	Sabarkantha	GUJARAT
383001	Jambudi B.O	B.O	Delivery	Sabarkantha	Ahmedabad HQ	Gujarat	Himatnagar	Sabarkantha	GUJARAT
383001	Kankrol B.O	B.O	Delivery	Sabarkantha	Ahmedabad HQ	Gujarat	Himatnagar	Sabarkantha	GUJARAT
383001	Katwad B.O	B.O	Delivery	Sabarkantha	Ahmedabad HQ	Gujarat	Himatnagar	Sabarkantha	GUJARAT
383001	Khed B.O	B.O	Delivery	Sabarkantha	Ahmedabad HQ	Gujarat	Himatnagar	Sabarkantha	GUJARAT
383001	Mehtapura B.O	B.O	Non-Delivery	Sabarkantha	Ahmedabad HQ	Gujarat	Himatnagar	Sabarkantha	GUJARAT
383001	Nava B.O	B.O	Delivery	Sabarkantha	Ahmedabad HQ	Gujarat	Himatnagar	Sabarkantha	GUJARAT
383001	Navalpur B.O	B.O	Delivery	Sabarkantha	Ahmedabad HQ	Gujarat	Himatnagar	Sabarkantha	GUJARAT
383001	Pural B.O	B.O	Delivery	Sabarkantha	Ahmedabad HQ	Gujarat	Himatnagar	Sabarkantha	GUJARAT
383001	Sahebapura B.O	B.O	Delivery	Sabarkantha	Ahmedabad HQ	Gujarat	Himatnagar	Sabarkantha	GUJARAT
383001	Savgadh B.O	B.O	Delivery	Sabarkantha	Ahmedabad HQ	Gujarat	Himatnagar	Sabarkantha	GUJARAT
383001	Tajpuri B.O	B.O	Delivery	Sabarkantha	Ahmedabad HQ	Gujarat	Himatnagar	Sabarkantha	GUJARAT
383001	Viravada B.O	B.O	Delivery	Sabarkantha	Ahmedabad HQ	Gujarat	Himatnagar	Sabarkantha	GUJARAT
383001	Vishwamangalam B.O	B.O	Delivery	Sabarkantha	Ahmedabad HQ	Gujarat	Himatnagar	Sabarkantha	GUJARAT
