pincode,officename,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename
274501,Baidauli B.O,B.O,Delivery,Deoria,Gorakhpur,Uttar Pradesh,Salempur,Deoria,UTTAR PRADESH
274501,Baikunth Pur B.O,B.O,Delivery,Deoria,Gorakhpur,Uttar Pradesh,,Deoria,UTTAR PRADESH
274501,Barhara B.O,B.O,Delivery,Deoria,Gorakhpur,Uttar Pradesh,,Deoria,UTTAR PRADESH
274501,Bijapur Jhantaur B.O,B.O,Delivery,Deoria,Gorakhpur,Uttar Pradesh,,Deoria,UTTAR PRADESH
274501,Jaitpura B.O,B.O,Delivery,Deoria,Gorakhpur,Uttar Pradesh,Salempur,Deoria,UTTAR PRADESH
274501,Karaundi B.O,B.O,Delivery,Deoria,Gorakhpur,Uttar Pradesh,,Deoria,UTTAR PRADESH
274501,Khukhundoo S.O,S.O,Delivery,Deoria,Gorakhpur,Uttar Pradesh,,Deoria,UTTAR PRADESH
274501,Majhwalia B.O,B.O,Delivery,Deoria,Gorakhpur,Uttar Pradesh,,Deoria,UTTAR PRADESH
274501,Noonkhar B.O,B.O,Delivery,Deoria,Gorakhpur,Uttar Pradesh,,Deoria,UTTAR PRADESH
274501,Parsia Mishir B.O,B.O,Delivery,Deoria,Gorakhpur,Uttar Pradesh,,Deoria,UTTAR PRADESH
274501,Pipara Shukul B.O,B.O,Delivery,Deoria,Gorakhpur,Uttar Pradesh,,Deoria,UTTAR PRADESH
274501,Sallahpur B.O,B.O,Delivery,Deoria,Gorakhpur,Uttar Pradesh,,Deoria,UTTAR PRADESH
