pincode,officename,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename
232102,Akorha B.O,B.O,Delivery,Varanasi East,Allahabad,Uttar Pradesh,Varanasi,Varanasi,UTTAR PRADESH
232102,Baburi S.O,S.O,Delivery,Varanasi East,Allahabad,Uttar Pradesh,Chandauli,Chandauli,UTTAR PRADESH
232102,Bhadauliya B.O,B.O,Delivery,Varanasi East,Allahabad,Uttar Pradesh,Chandauli,Chandauli,UTTAR PRADESH
232102,Dhaneja B.O,B.O,Delivery,Varanasi East,Allahabad,Uttar Pradesh,Chandauli,Chandauli,UTTAR PRADESH
232102,Dharde B.O,B.O,Delivery,Varanasi East,Allahabad,Uttar Pradesh,Chandauli,Chandauli,UTTAR PRADESH
232102,Gauri B.O,B.O,Delivery,Varanasi East,Allahabad,Uttar Pradesh,Chandauli,Chandauli,UTTAR PRADESH
232102,Jarkhor B.O,B.O,Delivery,Varanasi East,Allahabad,Uttar Pradesh,Chandauli,Chandauli,UTTAR PRADESH
232102,Mavaiya B.O,B.O,Delivery,Varanasi East,Allahabad,Uttar Pradesh,Chandauli,Chandauli,UTTAR PRADESH
232102,Pasahi B.O,B.O,Delivery,Varanasi East,Allahabad,Uttar Pradesh,Varanasi,Varanasi,UTTAR PRADESH
232102,Shivpur B.O,B.O,Delivery,Varanasi East,Allahabad,Uttar Pradesh,Chandauli,Chandauli,UTTAR PRADESH
232102,Sikari B.O,B.O,Delivery,Varanasi East,Allahabad,Uttar Pradesh,Chandauli,Chandauli,UTTAR PRADESH
