pincode,officename,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename
147111,Aero Kalan B.O,B.O,Non-Delivery,Patiala,Chandigarh HQ,Punjab,Patiala,Patiala,PUNJAB
147111,Behru B.O,B.O,Non-Delivery,Patiala,Chandigarh HQ,Punjab,Patiala,Patiala,PUNJAB
147111,Bhunerheri B.O,B.O,Non-Delivery,Patiala,Chandigarh HQ,Punjab,Patiala,Patiala,PUNJAB
147111,Devigarh S.O,S.O,Delivery,Patiala,Chandigarh HQ,Punjab,Samana,Patiala,PUNJAB
147111,Devinagar B.O,B.O,Non-Delivery,Patiala,Chandigarh HQ,Punjab,Patiala,Patiala,PUNJAB
147111,Dhudan Sadhan B.O,B.O,Non-Delivery,Patiala,Chandigarh HQ,Punjab,Patiala,Patiala,PUNJAB
147111,Gharam B.O,B.O,Non-Delivery,Patiala,Chandigarh HQ,Punjab,Patiala,Patiala,PUNJAB
147111,Julkan B.O,B.O,Non-Delivery,Patiala,Chandigarh HQ,Punjab,Patiala,Patiala,PUNJAB
147111,Massingan B.O,B.O,Non-Delivery,Patiala,Chandigarh HQ,Punjab,Patiala,Patiala,PUNJAB
147111,Mirapur B.O,B.O,Non-Delivery,Patiala,Chandigarh HQ,Punjab,Patiala,Patiala,PUNJAB
147111,Roshanpur B.O,B.O,Non-Delivery,Patiala,Chandigarh HQ,Punjab,Patiala,Patiala,PUNJAB
