pincode,officename,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename
464224,Barwai B.O,B.O,Delivery,Vidisha,Bhopal HQ,Madhya Pradesh,Kurwai,Vidisha,MADHYA PRADESH
464224,Bhorasa B.O,B.O,Delivery,Vidisha,Bhopal HQ,Madhya Pradesh,Kurwai,Vidisha,MADHYA PRADESH
464224,Bishanpur B.O,B.O,Delivery,Vidisha,Bhopal HQ,Madhya Pradesh,Basoda,Vidisha,MADHYA PRADESH
464224,Dhua B.O,B.O,Delivery,Vidisha,Bhopal HQ,Madhya Pradesh,Kurwai,Vidisha,MADHYA PRADESH
464224,Kurwai S.O,S.O,Delivery,Vidisha,Bhopal HQ,Madhya Pradesh,Kurwai,Vidisha,MADHYA PRADESH
464224,Kurwaikathora B.O,B.O,Delivery,Vidisha,Bhopal HQ,Madhya Pradesh,Kurwai,Vidisha,MADHYA PRADESH
464224,Lachayara B.O,B.O,Delivery,Vidisha,Bhopal HQ,Madhya Pradesh,Kurwai,Vidisha,MADHYA PRADESH
464224,Layara B.O,B.O,Delivery,Vidisha,Bhopal HQ,Madhya Pradesh,Kurwai,Vidisha,MADHYA PRADESH
464224,Mahelua B.O,B.O,Delivery,Vidisha,Bhopal HQ,Madhya Pradesh,Kurwai,Vidisha,MADHYA PRADESH
464224,Naukund B.O,B.O,Delivery,Vidisha,Bhopal HQ,Madhya Pradesh,Kurwai,Vidisha,MADHYA PRADESH
464224,Pilone B.O,B.O,Delivery,Vidisha,Bhopal HQ,Madhya Pradesh,Kurwai,Vidisha,MADHYA PRADESH
464224,Roshanpiparia B.O,B.O,Delivery,Vidisha,Bhopal HQ,Madhya Pradesh,Kurwai,Vidisha,MADHYA PRADESH
464224,Shekhpur B.O,B.O,Delivery,Vidisha,Bhopal HQ,Madhya Pradesh,Kurwai,Vidisha,MADHYA PRADESH
