pincode,officename,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename
223223,Ataraulia S.O,S.O,Delivery,Azamgarh,Gorakhpur,Uttar Pradesh,Budan Pur,Azamgarh,UTTAR PRADESH
223223,Badaya B.O,B.O,Delivery,Azamgarh,Gorakhpur,Uttar Pradesh,Budan Pur,Azamgarh,UTTAR PRADESH
223223,Bansgaon B.O,B.O,Delivery,Azamgarh,Gorakhpur,Uttar Pradesh,Budan Pur,Azamgarh,UTTAR PRADESH
223223,Basahia B.O,B.O,Delivery,Azamgarh,Gorakhpur,Uttar Pradesh,Azamgarh,Azamgarh,UTTAR PRADESH
223223,Base Pur Dandava B.O,B.O,Delivery,Azamgarh,Gorakhpur,Uttar Pradesh,Budan Pur,Azamgarh,UTTAR PRADESH
223223,Bhagat Pur B.O,B.O,Delivery,Azamgarh,Gorakhpur,Uttar Pradesh,Nizamabad **,Azamgarh,UTTAR PRADESH
223223,Deora Patti B.O,B.O,Delivery,Azamgarh,Gorakhpur,Uttar Pradesh,Azamgarh,Azamgarh,UTTAR PRADESH
223223,Gajendra Patti Bhidaura B.O,B.O,Delivery,Azamgarh,Gorakhpur,Uttar Pradesh,Azamgarh,Azamgarh,UTTAR PRADESH
223223,Govind Pur B.O,B.O,Delivery,Azamgarh,Gorakhpur,Uttar Pradesh,Burhanpur,Azamgarh,UTTAR PRADESH
223223,Lohara B.O,B.O,Delivery,Azamgarh,Gorakhpur,Uttar Pradesh,Budan Pur,Azamgarh,UTTAR PRADESH
223223,Madia Par B.O,B.O,Delivery,Azamgarh,Gorakhpur,Uttar Pradesh,Godhan Pur,Azamgarh,UTTAR PRADESH
223223,Mahagu Pur B.O,B.O,Delivery,Azamgarh,Gorakhpur,Uttar Pradesh,Azamgarh,Azamgarh,UTTAR PRADESH
223223,Mir Pur B.O,B.O,Delivery,Azamgarh,Gorakhpur,Uttar Pradesh,Budan Pur,Azamgarh,UTTAR PRADESH
223223,Nandana B.O,B.O,Delivery,Azamgarh,Gorakhpur,Uttar Pradesh,Budan Pur,Azamgarh,UTTAR PRADESH
223223,Pakar Deeha B.O,B.O,Delivery,Azamgarh,Gorakhpur,Uttar Pradesh,Azamgarh,Azamgarh,UTTAR PRADESH
223223,Sen Pur B.O,B.O,Delivery,Azamgarh,Gorakhpur,Uttar Pradesh,Azamgarh,Azamgarh,UTTAR PRADESH
